Quote,Author
"
      “Elinor could sit still no longer. She almost ran out of the room, and as soon as the door was closed, burst into tears of joy, which at first she thought would never cease.”
  ",Jane Austen
"
      “Fanny! You are killing me!""",Jane Austen
"
      “Let other pens dwell on guilt and misery.”
  ",Jane Austen
"
      “It is very often nothing but our own vanity that deceives us. Women fancy admiration means more than it does.",Jane Austen
"
      “But when a young lady is to be a heroine, the perverseness of forty surrounding families cannot prevent her. Something must and will happen to throw a hero in her way.”
  ",Jane Austen
"
      “to hope was to expect”
  ",Jane Austen
"
      “You pierce my soul. I am half agony, half hope. Tell me not that I am too late, that such precious feelings are gone for ever. I offer myself to you again with a heart even more your own than when you almost broke it, eight and a half years ago. Dare not say that a man forgets sooner than woman, that his love has an earlier death. I have loved none but you. Unjust I may have been, weak and resentful I have been, but never inconstant.”
  ",Jane Austen
"
      “I will only add, God bless you.”
  ",Jane Austen
"
      “I certainly have not the talent which some people possess, of conversing easily with those I have never seen before.”
  ",Jane Austen
"
      “A person may be proud without being vain. Pride relates more to our opinion of ourselves, vanity to what we would have others think of us.”
  ",Jane Austen
"
      “I cannot think well of a man who sports with any woman's feelings; and there may often be a great deal more suffered than a stander-by can judge of.”
  ",Jane Austen
"
      “I am going to take a heroine whom no one but myself will much like”
  ",Jane Austen
"
      “It is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife. However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of someone or other of their daughters.”
  ",Jane Austen
"
      “I have been meditating on the very great pleasure which a pair of fine eyes in the face of a pretty woman can bestow.”
  ",Jane Austen
"
      “Let other pens dwell on guilt and misery. I quit such odious subjects as soon as I can, impatient to restore everybody not greatly in fault themselves to tolerable comfort, and to have done with all the rest.”
  ",Jane Austen
"
      “There could have never been two hearts so open, no tastes so similar, no feelings so in unison, no countenances so beloved. Now they were as strangers; nay, worse than strangers, for they could never become acquainted. It was a perpetual estrangement.”
  ",Jane Austen
"
      “I have the highest respect for your nerves, they are my old friends.”
  ",Jane Austen
"
      “How much sooner one tires of anything than of a book!”
  ",Jane Austen
"
      “Reflection must be reserved for solitary hours; whenever she was alone, she gave way to it as the greatest relief; and not a day went by without a solitary walk, in which she might indulge in all the delight of unpleasant recollections.”
  ",Jane Austen
"
      “She was stronger alone; and her own good sense so well supported her, that her firmness was as unshaken, her appearance of cheerfulness as invariable, as, with regrets so poignant and so fresh, it was possible for them to be.”
  ",Jane Austen
"
      “Sometimes one is guided by what they say of themselves, and very frequently by what other people say of them, without giving oneself time to deliberate and judge."" ",Jane Austen
"
      “You were disgusted with the women who were always speaking and looking, and thinking for your approbation alone. I roused, and interested you, because I was so unlike them.”
  ",Jane Austen
"
      “Miss Morland, no one can think more highly of the understanding of women than I do. In my opinion, nature has given them so much, that they never find it necessary to use more than half.”
  ",Jane Austen
"
      “But there certainly are not so many men of large fortune in the world as there are pretty women to deserve them.”
  ",Jane Austen
"
      “It is very often nothing but our own vanity that deceives us.”
  ",Jane Austen
"
      “Books--oh! no. I am sure we never read the same, or not with the same",Jane Austen
"
      “..that sanguine expectation of happiness which is happiness itself”
  ",Jane Austen
"
      “my good qualities are under your protection, and you are to exaggerate them as much as possible; and, in return, it belongs to me to find occasion for teasing and quarreling with you as often as may be...”
  ",Jane Austen
